ICAO;Type;ICAO-Type;W;C;AWC;Model
ELTR;Fixed-wing;1P/S;Light;F;I;ELITAR, Elitar ELITAR, IE-101 Elitar
EM10;Fixed-wing;1J/S;Light;F;III;MARGANSKI, Bielik MARGANSKI, EM-10 Bielik
EM11;Fixed-wing;2P/S;Light;F;II;MARGANSKI, EM-11 Orka MARGANSKI, Orka
;;;;;;
;;;;;;
;;;;;;
EN28;Helicopter;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
EN48;Helicopter;1T/S;Light;F;I;
;;;;;;
;;;;;;
EP9;Fixed-wing;1P/S;Light;F;I;
;;;;;;
EPER;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
EPIC;Fixed-wing;1T/S;Light;F;I;
;;;;;;
;;;;;;
EPX1;Fixed-wing;1P/S;Light;F;I;
ERAC;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
ERCO;Fixed-wing;1P/S;Light;F;I;2
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
ES11;Helicopter;1T/S;Light;F;I;
;;;;;;
;;;;;;
ES13;Fixed-wing;1P/S;Light;F;I;
ESCA;Fixed-wing;1T/S;Light;F;I;
ESCP;Fixed-wing;1P/S;Light;F;I;
ESQL;Fixed-wing;1P/S;Light;F;I;
ETA;Fixed-wing;1P/S;Light;F;I;
ETAR*;Fixed-wing;1J/S+;Medium;F;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
EUFI*;Fixed-wing;2J/L;Medium;E;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
EUPA;Fixed-wing;1P/S;Light;F;I;
EURT;Fixed-wing;1P/S;Light;F;I;
EV55;Fixed-wing;2P/S;Light;F;II;
;;;;;;
EV97;Fixed-wing;1P/S;Light;F;I;
;;;;;;
EVAN;Fixed-wing;2P/S;Light;F;II;
EVIC;Fixed-wing;1J/S;Light;F;III;
EVOP;Fixed-wing;1P/S;Light;F;I;
EVOT;Fixed-wing;1T/S;Light;F;I;
EVSS;Fixed-wing;1P/S;Light;F;I;
EX5T;Fixed-wing;1T/S;Light;F;I;
EXEC;Helicopter;1P/S;Light;F;I;
EXEJ;Helicopter;1T/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
EXPL;Helicopter;2T/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
EXPR;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
EZFL;Fixed-wing;1P/S;Light;F;I;
;;;;;;
EZFT;Fixed-wing;2P/S;Light;F;II;
EZHV;Fixed-wing;1P/S;Light;F;I;
EZIK;Fixed-wing;1P/S;Light;F;I;
EZKC;Fixed-wing;1P/S;Light;F;I;
F1*;Fixed-wing;2J/S+;Medium;F;III;
F100;Fixed-wing;2J/L;Medium;D;III;7
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
F104*;Fixed-wing;1J/S+;Medium;F;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
F106*;Fixed-wing;1J/S+;Medium;F;III;
;;;;;;GENERAL DYNAMICS, Aardvark
;;;;;;GENERAL DYNAMICS, EF-111 Raven
;;;;;;GENERAL DYNAMICS, F-111 Aardvark
F111*;Fixed-wing;2J/L;Medium;E;III;GENERAL DYNAMICS, Raven
;;;;;;GENERAL DYNAMICS, RF-111 Aardvark
;;;;;;GRUMMAN, EF-111 Raven
;;;;;;GRUMMAN, Raven
;;;;;;LOCKHEED, F-117 Nighthawk
F117*;Fixed-wing;2J/L;Medium;E;III;LOCKHEED, Nighthawk
;;;;;;LOCKHEED, YF-117 Nighthawk
F14*;Fixed-wing;2J/L;Medium;E;III;GRUMMAN, F-14 Tomcat GRUMMAN, Tomcat
;;;;;;BOEING, Eagle
;;;;;;BOEING, F-15 Eagle
;;;;;;BOEING, F-15 Ra'am
;;;;;;BOEING, F-15 Slam Eagle
;;;;;;BOEING, Ra'am
;;;;;;BOEING, Slam Eagle
;;;;;;MCDONNELL DOUGLAS, Akef
F15*;Fixed-wing;2J/L;Medium;E;III;MCDONNELL DOUGLAS, Baz MCDONNELL DOUGLAS, Eagle
;;;;;;MCDONNELL DOUGLAS, F-15 Akef
;;;;;;MCDONNELL DOUGLAS, F-15 Baz
;;;;;;MCDONNELL DOUGLAS, F-15 Eagle
;;;;;;MCDONNELL DOUGLAS, F-15 Ra'am
;;;;;;MCDONNELL DOUGLAS, Ra'am
;;;;;;MITSUBISHI, Eagle
;;;;;;MITSUBISHI, F-15 Eagle
;;;;;;FIESELER, Fi-156 Storch
;;;;;;FIESELER, Storch
;;;;;;MORANE-SAULNIER, Criquet
;;;;;;MORANE-SAULNIER, MS-500 Criquet
;;;;;;MORANE-SAULNIER, MS-501 Criquet
F156;Fixed-wing;1P/S;Light;F;I;MORANE-SAULNIER, MS-502 Criquet
;;;;;;MORANE-SAULNIER, MS-504 Criquet
;;;;;;MORANE-SAULNIER, MS-505 Criquet
;;;;;;MORANE-SAULNIER, MS-506 Criquet
;;;;;;MRÁZ, Cap
;;;;;;MRÁZ, K-65 Cap
;;;;;;FOKKER, F-16 Fighting Falcon
;;;;;;FOKKER, Fighting Falcon
;;;;;;GENERAL DYNAMICS, Barak
;;;;;;GENERAL DYNAMICS, Brakeet
;;;;;;GENERAL DYNAMICS, F-16 Barak
;;;;;;GENERAL DYNAMICS, F-16 Brakeet
;;;;;;GENERAL DYNAMICS, F-16 Netz
;;;;;;GENERAL DYNAMICS, F-16A Fighting Falcon
;;;;;;GENERAL DYNAMICS, F-16B Fighting Falcon
;;;;;;GENERAL DYNAMICS, F-16C Fighting Falcon
;;;;;;GENERAL DYNAMICS, F-16D Fighting Falcon
;;;;;;GENERAL DYNAMICS, F-16N Fighting Falcon
;;;;;;GENERAL DYNAMICS, Fighting Falcon (F-16A/B/C/D/N)
;;;;;;GENERAL DYNAMICS, Netz
;;;;;;GENERAL DYNAMICS, NF-16 Fighting Falcon
F16*;Fixed-wing;1J/L;Medium;E;III;GENERAL DYNAMICS, TF-16 Fighting Falcon KOREA AEROSPACE, F-16 Fighting Falcon
;;;;;;KOREA AEROSPACE, Fighting Falcon
;;;;;;LOCKHEED, F-16 Fighting Falcon
;;;;;;LOCKHEED, Fighting Falcon
;;;;;;LOCKHEED MARTIN, Desert Falcon
;;;;;;LOCKHEED MARTIN, F-16 Desert Falcon
;;;;;;LOCKHEED MARTIN, F-16 Fighting Falcon
;;;;;;LOCKHEED MARTIN, F-16 Sufa
;;;;;;LOCKHEED MARTIN, Fighting Falcon
;;;;;;LOCKHEED MARTIN, Sufa
;;;;;;SABCA, F-16 Fighting Falcon
;;;;;;SABCA, Fighting Falcon
;;;;;;SAMSUNG, F-16 Fighting Falcon
;;;;;;SAMSUNG, Fighting Falcon
;;;;;;TAI, F-16 Fighting Falcon
;;;;;;TAI, Fighting Falcon
F16X*;Fixed-wing;1J/L;Medium;E;III;GENERAL DYNAMICS, F-16XL Fighting Falcon GENERAL DYNAMICS, Fighting Falcon (F-16XL)
;;;;;;ASTA, AF-18 Hornet
;;;;;;ASTA, ATF-18 Hornet
;;;;;;ASTA, Hornet
;;;;;;BOEING, FA-18C Hornet
;;;;;;BOEING, FA-18D Hornet
;;;;;;BOEING, Hornet
;;;;;;GAF, AF-18 Hornet
;;;;;;GAF, ATF-18 Hornet
;;;;;;GAF, Hornet
;;;;;;MCDONNELL DOUGLAS, ATF-18 Hornet
;;;;;;MCDONNELL DOUGLAS, CF-18 Hornet
;;;;;;MCDONNELL DOUGLAS, CF-188 Hornet
F18H*;Fixed-wing;2J/L;Medium;E;III;MCDONNELL DOUGLAS, EF-18 Hornet
;;;;;;MCDONNELL DOUGLAS, FA-18A Hornet
;;;;;;MCDONNELL DOUGLAS, FA-18B Hornet
;;;;;;MCDONNELL DOUGLAS, FA-18C Hornet
;;;;;;MCDONNELL DOUGLAS, FA-18D Hornet
;;;;;;MCDONNELL DOUGLAS, Hornet
;;;;;;MCDONNELL DOUGLAS, KAF-18 Hornet
;;;;;;PATRIA, FA-18 Hornet
;;;;;;PATRIA, Hornet
;;;;;;SF, FA-18 Hornet
;;;;;;SF, Hornet
;;;;;;VALMET, FA-18 Hornet
;;;;;;VALMET, Hornet
;;;;;;
;;;;;;
;;;;;;
;;;;;;
F18S*;Fixed-wing;2J/L;Medium;E;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
F1FV;Fixed-wing;1P/S;Light;F;I;
F2*;Fixed-wing;1J/L;Medium;E;III;
;;;;;;
F22*;Fixed-wing;2J/L;Medium;E;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
F260;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
F26T;Fixed-wing;1T/S;Light;F;I;3
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
F27;Fixed-wing;2T/L;Medium;D;III;5
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
F28;Fixed-wing;2J/L;Medium;E;III;7
F2TH;Fixed-wing;2J/S+;Medium;F;III;8
F30;Fixed-wing;1P/S;Light;F;I;
;;;;;;
F35*;Fixed-wing;1J/L;Medium;E;III;
;;;;;;
;;;;;;
;;;;;;
F3F;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
F4*;Fixed-wing;2J/L;Medium;E;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
F406;Fixed-wing;2T/S;Light;F;II;6
;;;;;;
;;;;;;
;;;;;;
F41E;Fixed-wing;2P/S;Light;F;II;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
F5*;Fixed-wing;2J/S+;Medium;F;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
F50;Fixed-wing;2T/L;Medium;D;III;3
;;;;;;
;;;;;;
F5SA*;Fixed-wing;2J/S+;Medium;F;III;
F60;Fixed-wing;2T/L;Medium;D;III;
;;;;;;
F600;Fixed-wing;2T/S;Light;F;II;4
;;;;;;
F70;Fixed-wing;2J/L;Medium;D;III;
;;;;;;
;;;;;;
F8*;Fixed-wing;1J/S+;Medium;F;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
F86*;Fixed-wing;1J/L;Medium;E;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
F8L;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
F900;Fixed-wing;3J/L;Medium;E;III;8
;;;;;;
F9F*;Fixed-wing;1J/S+;Light;F;III;
;;;;;;
;;;;;;
FA01;Fixed-wing;1P/S;Light;F;I;
;;;;;;
FA02;Fixed-wing;1P/S;Light;F;I;
FA03;Fixed-wing;1P/S;Light;F;I;
FA04;Fixed-wing;1P/S;Light;F;I;
;;;;;;
FA10;Fixed-wing;2J/S+;Medium;F;III;8
;;;;;;
FA11;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
FA20;Fixed-wing;2J/S+;Medium;F;III;7
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
FA24;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
FA50;Fixed-wing;3J/S+;Medium;F;III;8
FA5X;Fixed-wing;2J/L;Medium;E;III;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
FA62;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
FA7X;Fixed-wing;3J/L;Medium;E;III;4
FA8X;Fixed-wing;3J/L;Medium;E;III;
FAET;Fixed-wing;1P/S;Light;F;I;
FALC;Fixed-wing;1P/S;Light;F;I;
;;;;;;
FALM;Fixed-wing;1P/S;Light;F;I;
;;;;;;
FANL;Fixed-wing;1P/S;Light;F;I;
FANT;Fixed-wing;1P/S;Light;F;I;
FB1A;Fixed-wing;1P/S;Light;F;I;
FB1B;Fixed-wing;1P/S;Light;F;I;
FB5;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
FBA2;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
FBIR;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
FC1*;Fixed-wing;1J/S+;Medium;F;III;
;;;;;;
;;;;;;
;;;;;;
FDCT;Fixed-wing;1P/S;Light;F;I;
FDMC;Fixed-wing;1P/S;Light;F;I;
FE51;Fixed-wing;1P/S;Light;F;I;
;;;;;;
FEST;Fixed-wing;1P/S;Light;F;I;
;;;;;;
FFLY;Fixed-wing;1P/S+;Light;F;III;
FG01;Fixed-wing;1P/S;Light;F;I;
FGT;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
FH11;Helicopter;1T/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
FIBO;Fixed-wing;1P/S;Light;F;I;STARFIRE, Firebolt Convertible
FIKD;Fixed-wing;1P/S;Light;F;I;FIKE, D
FIKE;Fixed-wing;1P/S;Light;F;I;FIKE, E
;;;;;;FLEET, 10
FINC;Fixed-wing;1P/S;Light;F;I;FLEET, 11 FLEET, 16 Finch
;;;;;;FLEET, Finch
FJ10;Fixed-wing;2J/S;Light;F;III;AEROSTAR (1), FJ-100
FJR3;Fixed-wing;1P/S;Light;F;I;FAJR, F-3
FK12;Fixed-wing;1P/S;Light;F;I;B & F TECHNIK, Comet B & F TECHNIK, FK-12 Comet
FK14;Fixed-wing;1P/S;Light;F;I;B & F TECHNIK, FK-14 Polaris B & F TECHNIK, Polaris
FK9;Fixed-wing;1P/S;Light;F;I;B & F TECHNIK, FK-9
;;;;;;AVIA (1), Aviastarlet
FL3;Fixed-wing;1P/S;Light;F;I;AVIA (1), L-3 Aviastarlet LOMBARDI, Aviastarlet
;;;;;;LOMBARDI, FL-3 Aviastarlet
FL53;Fixed-wing;1P/S;Light;F;I;METEOR, FL-53
FL54;Fixed-wing;1P/S;Light;F;I;METEOR, FL-54
FL55;Fixed-wing;1P/S;Light;F;I;METEOR, FL-55
;;;;;;DASSAULT, Flamant
FLAM;Fixed-wing;2P/S+;Light;F;III;DASSAULT, MD-311 Flamant
;;;;;;DASSAULT, MD-312 Flamant
FLE2;Fixed-wing;1P/S;Light;F;I;FLEET, 2
;;;;;;FLEET, 7
FLE7;Fixed-wing;1P/S;Light;F;I;FLEET, 7 Fawn
;;;;;;FLEET, Fawn
;;;;;;FLITZER, Flitzer
FLIZ;Fixed-wing;1P/S;Light;F;I;FLITZER, Z-1 Flitzer
;;;;;;FLITZER, Z-21 Flitzer
FLSH;Fixed-wing;1P/S;Light;F;I;EURO-FLY, Flash
;;;;;;FLYER, Flyer NG
FLSS;Fixed-wing;1P/S;Light;F;I;FLYER, Flyer SS
;;;;;;KOLB, Flyer SS
FM25;Fixed-wing;1P/S;Light;F;I;FLYING MACHINES, FM-250 Vampire FLYING MACHINES, Vampire
;;;;;;NARDI, FN-333 Riviera
FN33;@Fixed-wing;1P/S;Light;F;I;NARDI, Riviera SIAI-MARCHETTI, FN-333 Riviera
;;;;;;SIAI-MARCHETTI, Riviera
FNKB;Fixed-wing;1P/S;Light;F;I;AKRON, Funk B FUNK, B
FOOF;Fixed-wing;1P/S;Light;F;I;STEWART (2), Foo Fighter STEWART (2), JD-2 Foo Fighter
FORT;Fixed-wing;1P/S;Light;F;I;FLEET, 60 Fort FLEET, Fort
;;;;;;AEROSPATIALE, CM-170R Magister
;;;;;;AEROSPATIALE, Magister
;;;;;;AIR-FOUGA, CM-170R Magister
;;;;;;AIR-FOUGA, Magister
;;;;;;FOUGA, CM-170R Magister
;;;;;;FOUGA, Magister
;;;;;;IAI, CM-170R Magister
;;;;;;IAI, CM-170R Tzukit
;;;;;;IAI, Magister
;;;;;;IAI, Tzukit
;;;;;;POTEZ, CM-170R Magister
FOUG*;Fixed-wing;2J/S;Light;F;III;POTEZ, CM-175 Zéphyr POTEZ, Magister
;;;;;;POTEZ, Zéphyr
;;;;;;POTEZ AIR-FOUGA, CM-170R Magister
;;;;;;POTEZ AIR-FOUGA, CM-175 Zéphyr
;;;;;;POTEZ AIR-FOUGA, Magister
;;;;;;POTEZ AIR-FOUGA, Zéphyr
;;;;;;SUD, CM-170R Magister
;;;;;;SUD, Magister
;;;;;;SUDFLUG, CM-170R Magister
;;;;;;SUDFLUG, Magister
;;;;;;VALMET, CM-170R Magister
;;;;;;VALMET, Magister
;;;;;;DENNEY, Kitfox
;;;;;;KITFOX, Kitfox
;;;;;;PACI, Skyfox
FOX;Fixed-wing;1P/S;Light;F;I;SKYFOX, CA-25 Gazelle SKYFOX, CA-25 Impala
;;;;;;SKYFOX, Gazelle
;;;;;;SKYFOX, Impala
;;;;;;SKYSTAR, Kitfox
FOXT;Fixed-wing;1P/S;Light;F;I;TEAM TANGO, Foxtrot-4
;;;;;;CABRINHA, Free Spirit
;;;;;;CABRINHA, RC-412 Free Spirit
FREE;Fixed-wing;1P/S;Light;F;I;CEI, Free Spirit CEI, RC-412 Free Spirit
;;;;;;FREE SPIRIT, Free Spirit
;;;;;;FREE SPIRIT, RC-412 Free Spirit
;;;;;;AEROSPATIALE, SA-321 Super Frelon
;;;;;;AEROSPATIALE, Super Frelon
FREL;Helicopter;3T/S+;Medium;F;I;CHANGHE, Z-8
;;;;;;SUD, SA-321 Super Frelon
;;;;;;SUD, Super Frelon
FRNT;Fixed-wing;1P/S;Light;F;I;SKY RAIDER, Frontier
FRON;Fixed-wing;1P/S;Light;F;I;FRONTIER, Frontier MD-2
FS51;Fixed-wing;1P/S;Light;F;I;FALCONAR, Mustang FALCONAR, SAL P-51D Mustang
FT30;Fixed-wing;1P/S;Light;F;I;NAI, FT-300 NANJING UNIVERSITY, FT-300
;;;;;;AIR PARTS, Fletcher FU-24
;;;;;;CABLE-PRICE, Fletcher FU-24
;;;;;;FLAIR, FU-24
FU24;Fixed-wing;1P/S;Light;F;I;FLETCHER, FU-24 JAMES, Fletcher FU-24
;;;;;;NEW ZEALAND, Fletcher FU-24
;;;;;;PACIFIC AEROSPACE, Fletcher FU-24
;;;;;;SARGENT-FLETCHER, FU-24
FURY;Fixed-wing;1P/S+;Light;F;III;HAWKER, Fury HAWKER, Sea Fury
FW19;Fixed-wing;1P/S;Light;F;I;FOUR WINDS, 192
FW21;Fixed-wing;1P/S;Light;F;I;FOUR WINDS, FX-210
;;;;;;
FW44;Fixed-wing;1P/S;Light;F;I;
;;;;;;
FW90;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
G1;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
G103;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
G109;Fixed-wing;1P/S;Light;F;I;2
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
G115;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
G120;Fixed-wing;1P/S;Light;F;I;
;;;;;;
G12T;Fixed-wing;1T/S;Light;F;I;
G140;Fixed-wing;1T/S;Light;F;I;
G150;Fixed-wing;2J/S+;Medium;F;III;4
;;;;;;
;;;;;;
G159;Fixed-wing;2T/S+;Medium;F;III;7
;;;;;;
;;;;;;
G15T;Fixed-wing;1P/S;Light;F;I;
G160;Fixed-wing;1T/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
G164;Fixed-wing;1P/S;Light;F;I;1
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
G180;Fixed-wing;1P/S;Light;F;I;
G200;Fixed-wing;1P/S;Light;F;I;
G202;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
G21;@Fixed-wing;2P/S;Light;F;II;
;;;;;;
;;;;;;
;;;;;;
G21M;@Fixed-wing;4P/S;Light;F;III;
;;;;;;
;;;;;;
G21T;@Fixed-wing;2T/S;Light;F;II;
;;;;;;
;;;;;;
G222;Fixed-wing;2T/L;Medium;D;III;
;;;;;;
G250;Fixed-wing;2J/S+;Medium;F;III;
G280;Fixed-wing;2J/S+;Medium;F;III;
G2CA;Helicopter;1P/S;Light;F;I;
;;;;;;
G2GL*;Fixed-wing;1J/S;Light;F;III;
;;;;;;
;;;;;;
;;;;;;
G2T1;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
G3;Fixed-wing;1P/S;Light;F;I;
G300;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
G44;@Fixed-wing;2P/S;Light;F;II;5
;;;;;;
;;;;;;
;;;;;;
G46;Fixed-wing;1P/S;Light;F;I;
;;;;;;
G4SG*;Fixed-wing;1J/S+;Light;F;III;
;;;;;;
G59;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
G64T;Fixed-wing;1T/S;Light;F;I;1
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
G73;@Fixed-wing;2P/S+;Light;F;III;6
;;;;;;
G73T;@Fixed-wing;2T/S+;Light;F;III;
;;;;;;
;;;;;;
;;;;;;
G800;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
G850;Fixed-wing;2P/S+;Medium;F;III;
;;;;;;
G96;Fixed-wing;2P/S+;Medium;F;III;
;;;;;;
G97;Fixed-wing;1P/S;Light;F;I;
GA10;Fixed-wing;1T/S;Light;F;I;
GA20;Fixed-wing;1P/S;Light;F;I;
GA5C;Fixed-wing;2J/L;Medium;D;III;
GA6C;Fixed-wing;2J/L;Medium;D;III;
;;;;;;
;;;;;;
GA7;Fixed-wing;2P/S;Light;F;II;1
;;;;;;
;;;;;;
;;;;;;
GA8;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
GALX;Fixed-wing;2J/S+;Medium;F;III;5
;;;;;;
;;;;;;
GANT;Fixed-wing;CT/S+;Medium;F;III;
GAUN;Fixed-wing;1P/S;Light;F;I;
;;;;;;
GAVI;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
GAZL;Helicopter;1T/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
GBSP;Fixed-wing;1P/S;Light;F;I;
;;;;;;
GC1;Fixed-wing;1P/S;Light;F;I;2
;;;;;;
GDUK;@Fixed-wing;2P/S;Light;F;II;
GEMI;Fixed-wing;2P/S;Light;F;II;
GENI;Fixed-wing;1E/S;Light;F;I;
GEPE;Fixed-wing;1P/S;Light;F;I;
GF20;Fixed-wing;1P/S;Light;F;I;
GFLY;Fixed-wing;1J/S+;Medium;F;III;
GL5T;Fixed-wing;2J/L;Medium;D;III;7
GL7T;Fixed-wing;2J/L;Medium;D;III;
GLAD;Fixed-wing;1P/S;Light;F;I;
;;;;;;
GLAS;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
GLEX;Fixed-wing;2J/L;Medium;D;III;7
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
GLF2;Fixed-wing;2J/L;Medium;E;III;8
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
GLF3;Fixed-wing;2J/L;Medium;E;III;8
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
GLF4;Fixed-wing;2J/L;Medium;E;III;8
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
GLF5;Fixed-wing;2J/L;Medium;D;III;7
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
GLF6;Fixed-wing;2J/L;Medium;D;III;
GLID;;;;;;
GLSP;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
GLST;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
GLTU;Fixed-wing;1T/S;Light;F;I;
GM01;Fixed-wing;1P/S;Light;F;I;
GM17;Fixed-wing;1T/S;Light;F;I;
GMGC;Fixed-wing;1P/S;Light;F;I;
;;;;;;
GNAT*;Fixed-wing;1J/S;Light;F;III;
;;;;;;
GOBU;Gyrocopter;1P/S;Light;F;I;
GOLF;Fixed-wing;1P/S;Light;F;I;
GOOS;@Fixed-wing;1P/S;Light;F;I;
GOTR;Fixed-wing;1P/S;Light;F;I;
GP1;Fixed-wing;1P/S;Light;F;I;
;;;;;;
GP3;@Fixed-wing;1P/S;Light;F;I;
;;;;;;
GP4;Fixed-wing;1P/S;Light;F;I;
;;;;;;
GR51;Fixed-wing;1T/S;Light;F;I;
;;;;;;
GRAF;Fixed-wing;1P/S;Light;F;I;
GRFN;Fixed-wing;1P/S;Light;F;I;
GRIF;Fixed-wing;1P/S;Light;F;I;
GRIZ;Fixed-wing;1T/S;Light;F;I;
;;;;;;
;;;;;;
GSIS;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
GSPN;Fixed-wing;2J/S+;Light;F;III;
;;;;;;
GUEP;Fixed-wing;1P/S;Light;F;I;
;;;;;;
GURI;Fixed-wing;1P/S;Light;F;I;
GX;Fixed-wing;1P/S;Light;F;I;
GY10;Fixed-wing;1P/S;Light;F;I;
;;;;;;
GY20;Fixed-wing;1P/S;Light;F;I;
;;;;;;
GY30;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
GY80;Fixed-wing;1P/S;Light;F;I;
;;;;;;
;;;;;;
GYRO;;;;;;
H111;Fixed-wing;2P/S+;Medium;F;III;
;;;;;;
H12T;Helicopter;1T/S;Light;F;I;
;;;;;;
H160;Helicopter;2T/S+;Light;F;I;
;;;;;;
;;;;;;
H2;Helicopter;2T/S+;Light;F;I;
;;;;;;
;;;;;;
H202;Fixed-wing;1P/S;Light;F;I;
H204;Fixed-wing;1P/S;Light;F;I;
H207;Fixed-wing;1P/S;Light;F;I;
;;;;;;
H21;Helicopter;1P/S+;Light;F;I;
;;;;;;
